"Var2","C","K_s","A","Y","L_s","I","Case"
"33",0.00512417509530909,0.00687378336704407,0.00193711484458501,0.00438679932732503,-0.000102389177162699,0.00193140704050525,"habit formation"
"34",0.00492921179293864,0.00656691165322189,0.00184025910235576,0.00419710428322957,-7.53500654044649e-05,0.00175925480334085,"habit formation"
"35",0.00473698849631131,0.00626913822705019,0.00174824614723797,0.00401342382954653,-5.11384691075385e-05,0.00160402121702673,"habit formation"
"36",0.00454806993825435,0.00598083361717373,0.00166083383987607,0.0038358123835416,-2.9566932274302e-05,0.00146406139577574,"habit formation"
"37",0.00436293221419639,0.00570225626377799,0.00157779214788227,0.00366429020913322,-1.04498990777004e-05,0.00133787772724447,"habit formation"
"38",0.00418197130309518,0.00543356740370786,0.00149890254048815,0.00349884736554619,6.39437805894641e-06,0.00122410859594234,"habit formation"
"39",0.00400551103076001,0.00517484442237984,0.00142395741346375,0.00333944736762044,2.11423393841783e-05,0.00112151771490747,"habit formation"
"40",0.00383381048350811,0.00492609280126669,0.00135275954279056,0.00318603056499931,3.39639675831778e-05,0.00102898407049384,"habit formation"
"1",0.00570850159258347,0.00225075244759477,0.01,0.0130537199091121,0.00469803074141197,0.0375125407932462,"Cannonical Model"
"2",0.00664593051816988,0.00413382750735066,0.00949999999999999,0.0128791979328141,0.00398682253536657,0.0336353367768595,"Cannonical Model"
"3",0.00739786827303108,0.00569653106537811,0.00902499999999999,0.0126591985573723,0.00336516769293056,0.0301788868078081,"Cannonical Model"
"4",0.00798930300696076,0.00698052518475266,0.00857374999999998,0.0124021400280486,0.00282246803744287,0.0270964330549539,"Cannonical Model"
"5",0.00844219220817953,0.00802248194262536,0.00814506249999998,0.0121153231665593,0.00234934910687358,0.0243464711492974,"Cannonical Model"
"6",0.00877581615499846,0.00885466244660516,0.00773780937499998,0.0118050661970594,0.00193752031997239,0.0218921570089553,"Cannonical Model"
"7",0.00900709080590488,0.00950542954707533,0.00735091890624997,0.0114768238807047,0.00157965104946714,0.0197007807877744,"Cannonical Model"
"8",0.0091508447507896,0.00999970179491916,0.00698337296093747,0.0111352927579271,0.00126926079633712,0.0177433003444724,"Cannonical Model"
"9",0.00922006432077653,0.0103593553366704,0.0066342043128906,0.0107845040925927,0.00100062186404582,0.015993927490773,"Cannonical Model"
"10",0.00922611048846169,0.0106035796789259,0.00630249409724606,0.0104279059305324,0.000768673113249492,0.0144297610409285,"Cannonical Model"
"11",0.00917891077755854,0.0107491925799322,0.00598736939238376,0.0100684355238983,0.00056894353853247,0.013030461362364,"Cannonical Model"
"12",0.00908712903498775,0.0108109187288015,0.00568800092276456,0.00970858323006402,0.000397484551494988,0.0117779617277541,"Cannonical Model"
"13",0.00895831559402774,0.0108016363431542,0.00540360087662633,0.00935044886727254,0.000250809981102712,0.0106562123013451,"Cannonical Model"
"14",0.00879904006954685,0.0107325953464347,0.00513342083279501,0.00899579139710952,0.000125842914436283,0.00965095306449542,"Cannonical Model"
"15",0.00861500877139116,0.0106136103698915,0.00487674979115526,0.00864607270449722,1.98686004805365e-05,0.0087495124040481,"Cannonical Model"
"16",0.00841116849600136,0.0104532314551989,0.0046329123015975,0.00830249615782993,-6.95072721897234e-05,0.00794062845834789,"Cannonical Model"
"17",0.00819179825599296,0.0102588950065778,0.00440126668651762,0.00796604055381454,-0.00014439553475842,0.00721429064484711,"Cannonical Model"
"18",0.00796059032984633,0.0100370572512876,0.00418120335219174,0.00763748998240521,-0.000206656276140753,0.0065615990850739,"Cannonical Model"
"19",0.00772072185643528,0.00979331221030011,0.00397214318458215,0.00731746008592055,-0.000257927839692188,0.00597463990149603,"Cannonical Model"
"20",0.00747491805958639,0.00953249595309701,0.00377353602535304,0.00700642113210978,-0.000299652504262694,0.00544637459024827,"Cannonical Model"
"21",0.00722550806417768,0.00925877870853883,0.00358485922408538,0.00670471827280012,-0.000333099226883666,0.004970541877127,"Cannonical Model"
"22",0.00697447415565556,0.00897574622470478,0.00340561626288111,0.00641258931710648,-0.000359383781534936,0.00454157064463791,"Cannonical Model"
"23",0.00672349523767835,0.00868647161189201,0.00323533544973706,0.00613018031039493,-0.000379486590459063,0.00415450267782499,"Cannonical Model"
"24",0.00647398515646915,0.00839357876228416,0.0030735686772502,0.00585755917671038,-0.000394268510818668,0.00380492411842762,"Cannonical Model"
"25",0.00622712648412747,0.00809929831510683,0.00291989024338769,0.00559472765271637,-0.000404484809641229,0.00348890464266179,"Cannonical Model"
"26",0.00598390028549489,0.00780551702556579,0.0027738957312183,0.0053416317149179,-0.000410797533531433,0.00320294348942264,"Cannonical Model"
"27",0.00574511233321216,0.00751382129790625,0.00263520094465739,0.00509817067866067,-0.000413786456169627,0.0029439215645732,"Cannonical Model"
"28",0.00551141618246734,0.00722553555611091,0.00250344089742452,0.00486420512678191,-0.000413958765815726,0.00270905893465033,"Cannonical Model"
"29",0.00528333346984441,0.00694175604880744,0.00237826885255329,0.00463956380752602,-0.000411757636599125,0.00249587710105288,"Cannonical Model"
"30",0.0050612717589517,0.00666338061676129,0.00225935540992562,0.00442404962516473,-0.000407569811028989,0.00230216551470478,"Cannonical Model"
"31",0.00484554021853081,0.0063911348908939,0.00214638763942934,0.00421744483243891,-0.00040173230666854,0.00212595185230464,"Cannonical Model"
"32",0.00463636338597971,0.00612559533520844,0.00203906825745787,0.00401951552125619,-0.000394538347070989,0.00196547562946928,"Cannonical Model"
"33",0.00443389324019063,0.00586720950154403,0.00193711484458498,0.00383001549684973,-0.000386242605687244,0.00181916477413479,"Cannonical Model"
"34",0.00423821978187881,0.00561631382102293,0.00184025910235573,0.00364868961066145,-0.000377065841360805,0.00168561482619223,"Cannonical Model"
"35",0.00404938029678749,0.00537314921978888,0.00174824614723794,0.00347527661841304,-0.000367198995076854,0.00156357046712196,"Cannonical Model"
"36",0.00386736745696318,0.0051378748136154,0.00166083383987604,0.00330951162203852,-0.000356806809700306,0.00145190911689744,"Cannonical Model"
"37",0.00369213639740847,0.00491057990670703,0.00157779214788224,0.00315112814725846,-0.000346031027406303,0.00134962636514236,"Cannonical Model"
"38",0.00352361088957526,0.00469129449409697,0.00149890254048813,0.00299985990247606,-0.000334993213274055,0.00125582302987265,"Cannonical Model"
"39",0.00336168871912653,0.00447999844408233,0.00142395741346372,0.00285544225927798,-0.000323797247990405,0.00116969366051954,"Cannonical Model"
"40",0.00320624636296507,0.00427662951679634,0.00135275954279053,0.00271761349004886,-0.000312531527712777,0.00109051632264891,"Cannonical Model"
